,invoice_id,glean_text,glean_type,invoice_date,glean_location,canonical_vendor_id
99,90d81ad1-aa68-4178-b85b-fa49bf1ce7df,First new bill in 3.0 months from vendor a96c5d60-7df0-4360-b714-02ef221e4bd0,vendor_not_seen_in_a_while,2019-12-01,invoice,a96c5d60-7df0-4360-b714-02ef221e4bd0
100,1f5f58fb-e058-4e0e-8947-213477a717f9,First new bill in 7.0 months from vendor aee7d766-492f-42cb-b5c0-44744c2d8592,vendor_not_seen_in_a_while,2020-02-25,invoice,aee7d766-492f-42cb-b5c0-44744c2d8592
101,da524b7e-4d08-402f-b7cc-5ec435fe652f,First new bill in 7.0 months from vendor aee7d766-492f-42cb-b5c0-44744c2d8592,vendor_not_seen_in_a_while,2020-09-21,invoice,aee7d766-492f-42cb-b5c0-44744c2d8592
102,f7a7a716-afcd-4025-93b3-cbef83586981,First new bill in 6.0 months from vendor 122c91c1-d193-4e6e-aae4-4c480aafec6e,vendor_not_seen_in_a_while,2020-06-30,invoice,122c91c1-d193-4e6e-aae4-4c480aafec6e
103,74d9feeb-f573-4612-89a3-a928895e2dec,First new bill in 5.0 months from vendor 122c91c1-d193-4e6e-aae4-4c480aafec6e,vendor_not_seen_in_a_while,2020-11-14,invoice,122c91c1-d193-4e6e-aae4-4c480aafec6e
104,e6d8bd39-5a45-4290-be7a-dbc0fd853412,First new bill in 11.0 months from vendor cd2685ce-75d4-4c34-9f16-c84497f553ad,vendor_not_seen_in_a_while,2020-09-01,invoice,cd2685ce-75d4-4c34-9f16-c84497f553ad
105,43e791f9-d00a-48f6-ac4f-b61a06ae7448,First new bill in 3.0 months from vendor 2db713d9-3a53-493e-94a6-ac99c46692f6,vendor_not_seen_in_a_while,2020-04-19,invoice,2db713d9-3a53-493e-94a6-ac99c46692f6
106,40162583-9622-4b9e-9e3d-2931104abd2a,First new bill in 3.0 months from vendor a1605dc3-90cb-403c-ab7e-14155e817cae,vendor_not_seen_in_a_while,2020-11-12,invoice,a1605dc3-90cb-403c-ab7e-14155e817cae
107,44b99ba9-1161-46c2-96e5-476c48617f91,First new bill in 5.0 months from vendor 986d39ef-7309-4465-9ac8-fcef6f3ee5f6,vendor_not_seen_in_a_while,2020-06-09,invoice,986d39ef-7309-4465-9ac8-fcef6f3ee5f6
108,86cd5e3c-babb-469f-8201-de2db3a83576,First new bill in 3.0 months from vendor ecb100ed-3d01-4251-b872-b8ea8b3b05f2,vendor_not_seen_in_a_while,2019-06-06,invoice,ecb100ed-3d01-4251-b872-b8ea8b3b05f2
109,4c9f59bc-bcfa-48d6-8e62-57afaa2fe1a9,First new bill in 14.0 months from vendor ecb100ed-3d01-4251-b872-b8ea8b3b05f2,vendor_not_seen_in_a_while,2020-08-04,invoice,ecb100ed-3d01-4251-b872-b8ea8b3b05f2
